date,sales,price
0,878.0557353780473,13.042695917846398
1,1226.061044701181,18.33877485461907
2,1126.3019191816627,19.68217456846262
3,939.9356634016557,14.131360250744953
4,1292.7223205942003,18.57905473803823
5,722.0381946857029,15.064512883650307
6,970.2105412554639,18.89645691949775
7,1167.1324765555817,11.608015954339754
8,1074.4032570187048,14.193275053603664
9,1030.5727886789957,17.76746155188746
10,1073.6715976160192,12.575463154096713
11,1237.7069097452115,11.49413802116845
12,1106.2368948588417,16.86195300611149
13,763.8203865648027,10.243280314328597
14,717.7756233495902,15.965274868353472
15,1031.407801404359,10.583913728439075
16,973.8598109370596,19.98883628728288
17,1510.8297150431413,15.526673482300716
18,428.91950764555486,11.267760495091357
19,846.1103483056288,17.06318948668359
20,914.8289038261611,16.559436671277894
21,844.3762286330575,13.236646027570004
22,839.3316463547367,17.989737304217623
23,1018.5154336017089,15.831412144583025
24,1178.7942807512923,10.449912160584926
25,627.7452981409838,10.03016920271056
26,1259.414952258588,17.258358716513467
27,1018.7766823347158,15.278755832574731
28,1348.7338320368847,19.624231466870796
29,995.4238174307891,19.39583892974295
30,1220.50372310528,19.251471893504494
31,955.162171018772,16.475158764888906
32,876.9763212957166,12.078634305003124
33,1344.6015440476413,16.10611668984379
34,1033.2810912159105,17.06465728994454
35,942.3347506815478,14.618238834102659
36,1030.8848840335477,13.927076205725953
37,930.7570972632019,17.852483478967862
38,833.6438359622106,13.699773453323713
39,1147.7017710476687,19.838595412723308
40,1096.5963976280123,15.303090483596248
41,668.5685721653656,18.933152098783935
42,981.6456042613543,11.216568288053624
43,625.2179869131232,12.9172624558683
44,914.5232784676077,13.685800250044016
45,960.954062726802,14.403799202994891
46,1119.8641909674755,11.59891329469963
47,995.6101433611442,14.41787753932627
48,780.062041785542,14.06499798176138
49,920.8236759972643,17.14659732121047
